"","Term","business","culture","datademirutottori","opinion","press_release","public","total"
"2099","プロセス",1,0,0,2,0,0,3
"2100","ブロック",0,0,0,3,0,0,3
"2101","ホ",0,0,0,3,0,0,3
"2102","ポータル",0,0,0,3,0,0,3
"2103","ボード",0,0,0,0,0,3,3
"2104","ボーリング",0,0,0,2,0,1,3
"2105","ボッカチオ",0,0,0,3,0,0,3
"2106","ほど",0,0,1,0,0,2,3
"2107","マーケット",3,0,0,0,0,0,3
"2108","まき",0,0,0,0,0,3,3
"2109","マッチング",0,0,0,3,0,0,3
"2110","ママ",0,0,0,3,0,0,3
"2111","まま",0,0,0,3,0,0,3
"2112","ムード",2,0,0,0,0,1,3
"2113","むら",0,0,0,0,0,3,3
"2114","やり方",1,0,0,1,1,0,3
"2115","ユーザー",0,0,0,3,0,0,3
"2116","ゆとり",3,0,0,0,0,0,3
"2117","ユニーク",3,0,0,0,0,0,3
"2118","ライバル",3,0,0,0,0,0,3
"2119","ラウンドワン",0,0,0,0,0,3,3
"2120","ランク",1,0,1,0,0,1,3
"2121","ランチ",0,0,0,1,0,2,3
"2122","リーダー",0,0,0,2,1,0,3
"2123","ルンバ",3,0,0,0,0,0,3
"2124","レジ",2,0,0,0,0,1,3
"2125","レジャー",0,0,0,0,0,3,3
"2126","ローカル",1,0,0,2,0,0,3
"2127","ローソン",3,0,0,0,0,0,3
"2128","ローテーション",1,0,0,1,0,1,3
"2129","ロゴ",2,0,0,1,0,0,3
"2130","ロック",1,0,0,1,1,0,3
"2131","愛知",2,0,1,0,0,0,3
"2132","愛着",2,0,0,1,0,0,3
"2133","挨拶",0,0,0,2,1,0,3
"2134","悪影響",2,0,1,0,0,0,3
"2135","悪化",3,0,0,0,0,0,3
"2136","安田",1,0,0,2,0,0,3
"2137","位置づけ",1,0,0,2,0,0,3
"2138","依存",0,0,0,3,0,0,3
"2139","依頼",2,0,0,0,1,0,3
"2140","意外",1,0,1,0,0,1,3
"2141","為",0,0,0,3,0,0,3
"2142","移転",0,0,0,0,3,0,3
"2143","育て",3,0,0,0,0,0,3
"2144","一定",0,0,1,1,0,1,3
"2145","一読",2,0,1,0,0,0,3
"2146","右",3,0,0,0,0,0,3
"2147","宇佐美",3,0,0,0,0,0,3
"2148","宇沢",0,0,0,3,0,0,3
"2149","浦富海岸",0,0,0,0,0,3,3
"2150","運送",1,0,0,2,0,0,3
"2151","遠隔",3,0,0,0,0,0,3
"2152","往復",2,0,0,1,0,0,3
"2153","温",0,0,3,0,0,0,3
"2154","温泉",1,0,1,1,0,0,3
"2155","音",3,0,0,0,0,0,3
"2156","下記",1,0,0,0,0,2,3
"2157","何事",3,0,0,0,0,0,3
"2158","加工",2,0,0,1,0,0,3
"2159","河原町",1,2,0,0,0,0,3
"2160","稼働",3,0,0,0,0,0,3
"2161","箇所",3,0,0,0,0,0,3
"2162","課程",0,0,0,3,0,0,3
"2163","過言",3,0,0,0,0,0,3
"2164","会場",2,0,0,0,1,0,3
"2165","回数",1,0,0,1,0,1,3
"2166","回転",0,0,0,0,0,3,3
"2167","改訂",2,0,0,0,0,1,3
"2168","海岸",0,0,0,0,0,3,3
"2169","皆生",0,0,0,0,0,3,3
"2170","絵",3,0,0,0,0,0,3
"2171","開き",0,0,1,2,0,0,3
"2172","開設",0,0,0,0,3,0,3
"2173","外来",3,0,0,0,0,0,3
"2174","咳",0,0,0,0,0,3,3
"2175","各国",0,0,0,3,0,0,3
"2176","各社",3,0,0,0,0,0,3
"2177","格段",1,0,0,1,0,1,3
"2178","隔たり",1,0,0,0,0,2,3
"2179","学者",1,0,0,2,0,0,3
"2180","株",2,0,0,1,0,0,3
"2181","感謝",0,0,0,2,0,1,3
"2182","感情",2,0,0,1,0,0,3
"2183","間隔",1,0,0,0,0,2,3
"2184","関わり",0,0,3,0,0,0,3
"2185","関心",0,0,0,2,0,1,3
"2186","関西",0,0,1,2,0,0,3
"2187","岩",2,0,0,0,0,1,3
"2188","基幹",2,0,0,1,0,0,3
"2189","基盤",1,0,1,1,0,0,3
"2190","奇跡",1,0,0,0,2,0,3
"2191","寄付",0,0,0,1,0,2,3
"2192","気軽",2,0,0,1,0,0,3
"2193","気持ち",2,0,1,0,0,0,3
"2194","客員",1,0,0,2,0,0,3
"2195","休憩",0,0,0,1,2,0,3
"2196","急増",1,0,0,2,0,0,3
"2197","教師",1,0,0,2,0,0,3
"2198","教授",2,0,0,1,0,0,3
"2199","郷土",2,0,0,0,0,1,3
"2200","緊張",1,0,0,2,0,0,3
"2201","近代",1,2,0,0,0,0,3
"2202","苦労",1,0,0,1,0,1,3
"2203","空き家",1,0,0,1,0,1,3
"2204","空家",1,0,0,0,0,2,3
"2205","係数",0,0,3,0,0,0,3
"2206","慶応義塾大学",0,0,0,3,0,0,3
"2207","携帯",1,0,2,0,0,0,3
"2208","継承",0,0,0,0,0,3,3
"2209","激減",1,0,0,2,0,0,3
"2210","欠員",0,0,0,3,0,0,3
"2211","結論",2,0,1,0,0,0,3
"2212","圏",1,0,1,1,0,0,3
"2213","懸念",1,0,0,1,0,1,3
"2214","懸命",2,0,0,1,0,0,3
"2215","検索",0,0,0,1,0,2,3
"2216","元年",0,0,1,1,1,0,3
"2217","現地",1,0,0,2,0,0,3
"2218","古い",1,0,2,0,0,0,3
"2219","誇張",0,0,0,3,0,0,3
"2220","雇",3,0,0,0,0,0,3
"2221","後者",1,0,1,0,0,1,3
"2222","後編",3,0,0,0,0,0,3
"2223","語",1,0,1,1,0,0,3
"2224","光一",0,0,0,3,0,0,3
"2225","公的",1,0,0,2,0,0,3
"2226","口",2,0,0,0,1,0,3
"2227","工事",2,0,0,1,0,0,3
"2228","幸男",0,0,0,3,0,0,3
"2229","校庭",0,0,0,3,0,0,3
"2230","構築",2,0,0,1,0,0,3
"2231","甲斐",0,0,0,3,0,0,3
"2232","考慮",2,0,0,1,0,0,3
"2233","項",2,0,0,0,0,1,3
"2234","香味",0,0,0,0,0,3,3
"2235","刻",0,0,0,3,0,0,3
"2236","国内外",1,0,0,1,1,0,3
"2237","国立",0,0,3,0,0,0,3
"2238","今年度",0,0,0,2,0,1,3
"2239","根本",0,0,0,3,0,0,3
"2240","座り",3,0,0,0,0,0,3
"2241","再開",1,0,1,0,0,1,3
"2242","最低限",1,0,0,1,0,1,3
"2243","採血",0,0,0,0,3,0,3
"2244","歳児",0,0,0,0,0,3,3
"2245","災",0,0,0,3,0,0,3
"2246","在り方",2,0,0,0,1,0,3
"2247","在籍",0,0,0,2,0,1,3
"2248","作用",1,0,0,2,0,0,3
"2249","三つ",1,0,1,0,0,1,3
"2250","山根",0,0,0,3,0,0,3
"2251","山陽",3,0,0,0,0,0,3
"2252","散布",0,0,3,0,0,0,3
"2253","産品",1,0,0,0,0,2,3
"2254","算出",1,0,2,0,0,0,3
"2255","仕掛け",0,0,0,2,1,0,3
"2256","刺激",1,0,0,1,1,0,3
"2257","始まり",1,0,0,1,0,1,3
"2258","始動",0,0,0,2,1,0,3
"2259","志",0,0,0,0,0,3,3
"2260","志学",0,0,0,3,0,0,3
"2261","指示",1,0,1,1,0,0,3
"2262","資金繰り",3,0,0,0,0,0,3
"2263","事象",1,0,0,2,0,0,3
"2264","事情",2,0,0,1,0,0,3
"2265","事務",2,0,1,0,0,0,3
"2266","時差",0,0,0,2,0,1,3
"2267","治安",3,0,0,0,0,0,3
"2268","治療",1,0,0,0,1,1,3
"2269","自律",2,0,0,1,0,0,3
"2270","執筆",1,0,0,2,0,0,3
"2271","実直",3,0,0,0,0,0,3
"2272","舎",1,0,0,2,0,0,3
"2273","社団",2,1,0,0,0,0,3
"2274","主張",1,0,0,1,0,1,3
"2275","取り",3,0,0,0,0,0,3
"2276","取引",2,0,0,1,0,0,3
"2277","手間",3,0,0,0,0,0,3
"2278","手続き",2,0,0,0,0,1,3
"2279","受講",3,0,0,0,0,0,3
"2280","収益",2,0,0,1,0,0,3
"2281","収穫",1,0,0,1,1,0,3
"2282","収集",2,0,0,1,0,0,3
"2283","就学",0,0,0,2,0,1,3
"2284","就任",1,0,0,1,1,0,3
"2285","秋",1,0,0,1,0,1,3
"2286","集合",0,0,0,3,0,0,3
"2287","重点",0,0,3,0,0,0,3
"2288","出演",1,0,0,1,1,0,3
"2289","循環",1,0,1,1,0,0,3
"2290","順番",0,0,2,1,0,0,3
"2291","処理",3,0,0,0,0,0,3
"2292","所長",0,0,0,3,0,0,3
"2293","勝負",0,0,0,3,0,0,3
"2294","商業",2,0,1,0,0,0,3
"2295","小判",0,0,0,0,0,3,3
"2296","少子化",1,0,1,0,0,1,3
"2297","床",3,0,0,0,0,0,3
"2298","章",0,0,0,1,0,2,3
"2299","証拠",3,0,0,0,0,0,3
"2300","証明",2,0,0,0,0,1,3
"2301","障害",2,0,0,1,0,0,3
"2302","情勢",0,0,0,2,0,1,3
"2303","職業",1,0,0,2,0,0,3
"2304","色",0,0,0,2,1,0,3
"2305","食べ物",1,0,1,1,0,0,3
"2306","食料",2,0,0,1,0,0,3
"2307","伸治",1,0,1,0,0,1,3
"2308","信用",1,0,0,2,0,0,3
"2309","心構え",2,0,0,1,0,0,3
"2310","慎重",3,0,0,0,0,0,3
"2311","真剣",0,0,0,3,0,0,3
"2312","真二",3,0,0,0,0,0,3
"2313","真面目",2,0,0,1,0,0,3
"2314","神",0,0,0,3,0,0,3
"2315","神奈川",0,0,1,1,0,1,3
"2316","身の回り",0,1,0,0,2,0,3
"2317","身近",0,0,2,0,0,1,3
"2318","進歩",0,2,1,0,0,0,3
"2319","人件",3,0,0,0,0,0,3
"2320","人工",0,0,0,2,0,1,3
"2321","推計",0,0,3,0,0,0,3
"2322","推測",1,0,2,0,0,0,3
"2323","杉",0,0,0,0,0,3,3
"2324","成立",0,0,0,3,0,0,3
"2325","正直",0,0,0,3,0,0,3
"2326","生き方",0,1,0,2,0,0,3
"2327","生成",2,0,0,1,0,0,3
"2328","生態",3,0,0,0,0,0,3
"2329","精度",3,0,0,0,0,0,3
"2330","西尾",3,0,0,0,0,0,3
"2331","請求",1,0,0,2,0,0,3
"2332","青",0,0,1,2,0,0,3
"2333","静岡",0,0,0,0,0,3,3
"2334","斉",3,0,0,0,0,0,3
"2335","税込",3,0,0,0,0,0,3
"2336","税率",3,0,0,0,0,0,3
"2337","接点",0,0,0,0,3,0,3
"2338","折れ線",3,0,0,0,0,0,3
"2339","説",3,0,0,0,0,0,3
"2340","先頭",0,0,1,0,2,0,3
"2341","先日",0,0,1,0,0,2,3
"2342","千尋",3,0,0,0,0,0,3
"2343","川",1,0,0,2,0,0,3
"2344","選",3,0,0,0,0,0,3
"2345","選び",3,0,0,0,0,0,3
"2346","前回",2,0,0,1,0,0,3
"2347","前倒し",1,0,1,1,0,0,3
"2348","全域",3,0,0,0,0,0,3
"2349","全力",1,0,1,1,0,0,3
"2350","創設",1,0,0,2,0,0,3
"2351","早稲田大学",0,0,0,3,0,0,3
"2352","贈与",2,0,0,1,0,0,3
"2353","息切れ",0,0,0,0,0,3,3
"2354","卒業生",0,0,0,2,0,1,3
"2355","他者",1,0,0,2,0,0,3
"2356","他人",1,0,0,0,2,0,3
"2357","多大",2,0,0,1,0,0,3
"2358","太",2,0,1,0,0,0,3
"2359","打開",0,0,0,2,1,0,3
"2360","対話",3,0,0,0,0,0,3
"2361","帯",1,0,1,0,0,1,3
"2362","代わり",1,0,1,0,0,1,3
"2363","代金",1,0,0,0,0,2,3
"2364","台",1,0,1,1,0,0,3
"2365","大火",3,0,0,0,0,0,3
"2366","大型",2,0,0,1,0,0,3
"2367","大震",0,0,0,3,0,0,3
"2368","大豆",3,0,0,0,0,0,3
"2369","大枠",1,0,0,0,2,0,3
"2370","沢山",3,0,0,0,0,0,3
"2371","単価",2,0,0,0,1,0,3
"2372","探究",0,0,0,3,0,0,3
"2373","短期",1,0,1,0,0,1,3
"2374","端末",0,0,2,1,0,0,3
"2375","知的",1,0,0,2,0,0,3
"2376","地形",3,0,0,0,0,0,3
"2377","地震",3,0,0,0,0,0,3
"2378","着実",0,0,0,3,0,0,3
"2379","中学年",3,0,0,0,0,0,3
"2380","中身",0,0,0,3,0,0,3
"2381","中世",0,0,0,3,0,0,3
"2382","仲間",1,0,0,2,0,0,3
"2383","庁",1,0,0,1,0,1,3
"2384","長期",2,0,0,1,0,0,3
"2385","長時間",1,0,1,1,0,0,3
"2386","長年",2,0,0,1,0,0,3
"2387","鳥取銀行",2,0,0,1,0,0,3
"2388","直面",1,0,1,1,0,0,3
"2389","賃貸",2,0,1,0,0,0,3
"2390","賃料",2,0,1,0,0,0,3
"2391","追加",1,0,0,0,0,2,3
"2392","追求",1,0,0,2,0,0,3
"2393","通称",0,0,0,3,0,0,3
"2394","通常",1,0,0,1,0,1,3
"2395","通販",2,0,0,0,0,1,3
"2396","通用",1,0,0,2,0,0,3
"2397","定期",1,0,0,0,2,0,3
"2398","提唱",0,1,0,2,0,0,3
"2399","適用",1,0,0,1,0,1,3
"2400","展示",2,0,0,0,0,1,3
"2401","転職",2,0,0,1,0,0,3
"2402","登山",3,0,0,0,0,0,3
"2403","東日本",0,0,0,3,0,0,3
"2404","統合",0,0,0,3,0,0,3
"2405","同意",1,0,0,0,2,0,3
"2406","同級生",0,0,0,3,0,0,3
"2407","同士",2,0,0,1,0,0,3
"2408","道のり",3,0,0,0,0,0,3
"2409","道路",2,0,1,0,0,0,3
"2410","徳",0,0,0,0,0,3,3
"2411","独立",0,0,0,2,0,1,3
"2412","届け",0,0,0,0,3,0,3
"2413","届け出",3,0,0,0,0,0,3
"2414","難題",0,0,0,3,0,0,3
"2415","日間",0,0,0,1,1,1,3
"2416","入団",0,0,0,3,0,0,3
"2417","納得",3,0,0,0,0,0,3
"2418","農作物",2,0,0,0,0,1,3
"2419","波",0,0,0,2,0,1,3
"2420","婆",3,0,0,0,0,0,3
"2421","馬",3,0,0,0,0,0,3
"2422","配信",0,0,0,3,0,0,3
"2423","配送",1,0,0,0,0,2,3
"2424","配慮",2,0,0,1,0,0,3
"2425","買物",3,0,0,0,0,0,3
"2426","発注",2,0,0,1,0,0,3
"2427","発売",2,0,1,0,0,0,3
"2428","半ば",0,0,1,1,0,1,3
"2429","比率",2,0,0,1,0,0,3
"2430","疲れ",0,0,0,0,0,3,3
"2431","肥大",0,0,0,3,0,0,3
"2432","被害",3,0,0,0,0,0,3
"2433","非同期",0,0,0,3,0,0,3
"2434","美術",2,0,0,0,1,0,3
"2435","必須",0,0,0,3,0,0,3
"2436","病",2,0,0,0,0,1,3
"2437","品物",0,0,3,0,0,0,3
"2438","浜町",0,0,1,0,0,2,3
"2439","不可欠",2,0,0,0,1,0,3
"2440","付き",0,0,0,2,0,1,3
"2441","父親",0,0,0,3,0,0,3
"2442","負債",3,0,0,0,0,0,3
"2443","舞台",0,0,0,1,2,0,3
"2444","部署",2,0,0,1,0,0,3
"2445","風",2,0,0,1,0,0,3
"2446","風邪",0,0,0,1,0,2,3
"2447","福岡",2,0,1,0,0,0,3
"2448","物資",0,0,0,3,0,0,3
"2449","物理",0,0,0,3,0,0,3
"2450","平井",1,0,1,0,0,1,3
"2451","変容",0,0,0,3,0,0,3
"2452","弁",2,0,0,1,0,0,3
"2453","包括",0,0,0,3,0,0,3
"2454","報道",1,0,2,0,0,0,3
"2455","忙しい",1,0,0,2,0,0,3
"2456","冒頭",2,0,0,1,0,0,3
"2457","堀江",3,0,0,0,0,0,3
"2458","本当",3,0,0,0,0,0,3
"2459","味覚",1,0,0,0,2,0,3
"2460","密接",1,0,1,0,0,1,3
"2461","密閉",1,0,1,0,0,1,3
"2462","無償",0,0,0,1,0,2,3
"2463","無人",2,0,0,1,0,0,3
"2464","明るい",3,0,0,0,0,0,3
"2465","面談",1,0,0,2,0,0,3
"2466","面倒",2,0,0,1,0,0,3
"2467","麺",1,0,0,0,2,0,3
"2468","猛威",0,0,0,1,0,2,3
"2469","網羅",3,0,0,0,0,0,3
"2470","木",0,0,0,0,0,3,3
"2471","問合せ",3,0,0,0,0,0,3
"2472","野菜",3,0,0,0,0,0,3
"2473","融資",3,0,0,0,0,0,3
"2474","余儀ない",2,0,0,0,0,1,3
"2475","幼稚園",1,0,0,0,0,2,3
"2476","幼馴染",0,0,0,3,0,0,3
"2477","容易",3,0,0,0,0,0,3
"2478","要請",2,0,0,1,0,0,3
"2479","抑制",2,0,0,1,0,0,3
"2480","来年",1,0,0,2,0,0,3
"2481","利",2,0,0,0,1,0,3
"2482","理想",0,0,0,3,0,0,3
"2483","率先",1,0,0,1,0,1,3
"2484","立案",2,0,0,1,0,0,3
"2485","両者",2,0,0,0,0,1,3
"2486","両方",0,0,1,1,0,1,3
"2487","領域",1,0,0,2,0,0,3
"2488","隣接",1,0,0,0,2,0,3
"2489","類",2,0,0,0,1,0,3
"2490","例年",0,0,1,1,1,0,3
"2491","連想",0,0,3,0,0,0,3
"2492","連続",1,0,1,1,0,0,3
"2493","老朽",3,0,0,0,0,0,3
"2494","老若男女",1,0,0,0,1,1,3
"2495","老舗",1,0,0,1,1,0,3
"2496","和牛",1,0,0,0,0,2,3
"2497","枠組み",2,0,1,0,0,0,3
"2498","07",0,0,0,2,0,0,2
"2499","073",2,0,0,0,0,0,2
"2500","1015",1,0,0,0,1,0,2
"2501","1500",1,0,0,0,0,1,2
"2502","1720",1,0,1,0,0,0,2
"2503","180",0,0,0,1,0,1,2
"2504","1834",0,0,2,0,0,0,2
"2505","1890",0,0,2,0,0,0,2
"2506","1980",1,0,0,0,0,1,2
"2507","1989",0,0,0,2,0,0,2
"2508","1996",2,0,0,0,0,0,2
"2509","2011",0,0,2,0,0,0,2
"2510","2012",1,0,1,0,0,0,2
"2511","2024",2,0,0,0,0,0,2
"2512","2030",2,0,0,0,0,0,2
"2513","2045",0,0,2,0,0,0,2
"2514","330",0,0,0,0,0,2,2
"2515","35",0,0,0,0,0,2,2
"2516","43",0,0,0,2,0,0,2
"2517","450",2,0,0,0,0,0,2
"2518","49",0,0,1,1,0,0,2
"2519","54",0,0,0,1,0,1,2
"2520","５月",2,0,0,0,0,0,2
"2521","6000",0,0,0,0,0,2,2
"2522","61",0,0,1,1,0,0,2
"2523","718",0,0,2,0,0,0,2
"2524","75",0,0,2,0,0,0,2
"2525","76",0,0,1,1,0,0,2
"2526","７月",0,0,1,0,1,0,2
"2527","800",1,0,0,0,0,1,2
"2528","8000",0,0,0,0,2,0,2
"2529","806",0,0,0,2,0,0,2
"2530","8250",2,0,0,0,0,0,2
"2531","83",0,0,2,0,0,0,2
"2532","9000",0,0,0,1,0,1,2
"2533","Act",0,0,2,0,0,0,2
"2534","Birds",0,0,0,2,0,0,2
"2535","Blue",0,0,0,2,0,0,2
"2536","BOOK",2,0,0,0,0,0,2
"2537","Chromebook",0,0,0,2,0,0,2
"2538","CM",2,0,0,0,0,0,2
"2539","ＣＭ",0,0,0,2,0,0,2
"2540","CUBE",2,0,0,0,0,0,2
"2541","Eat",0,0,0,0,0,2,2
"2542","EC",0,0,2,0,0,0,2
"2543","Event",0,0,0,0,0,2,2
"2544","Facebook",0,0,0,2,0,0,2
"2545","FYI",2,0,0,0,0,0,2
"2546","GAFA",0,0,0,2,0,0,2
"2547","ＧＤＰ",2,0,0,0,0,0,2
"2548","Globally",0,0,2,0,0,0,2
"2549","ＧＷ",1,0,0,0,0,1,2
"2550","IBM",2,0,0,0,0,0,2
"2551","Iot",2,0,0,0,0,0,2
"2552","KGI",2,0,0,0,0,0,2
"2553","Lab",2,0,0,0,0,0,2
"2554","Locally",0,0,2,0,0,0,2
"2555","Minimum",0,0,0,0,2,0,2
"2556","MVP",0,0,0,0,2,0,2
"2557","NDA",2,0,0,0,0,0,2
"2558","OJT",2,0,0,0,0,0,2
"2559","Part",2,0,0,0,0,0,2
"2560","PM",2,0,0,0,0,0,2
"2561","ＰＲ",1,0,0,0,1,0,2
"2562","Product",0,0,0,0,2,0,2
"2563","S",1,0,0,1,0,0,2
"2564","SDGs",0,0,0,1,1,0,2
"2565","SOCIAL",0,0,0,2,0,0,2
"2566","SUGO",2,0,0,0,0,0,2
"2567","Think",0,0,2,0,0,0,2
"2568","Travel",0,0,0,0,0,2,2
"2569","Trello",2,0,0,0,0,0,2
"2570","Viable",0,0,0,0,2,0,2
"2571","WBF",2,0,0,0,0,0,2
"2572","YouTube",1,0,0,1,0,0,2
"2573","YouTuber",2,0,0,0,0,0,2
"2574","zoom",1,0,0,1,0,0,2
"2575","アイテム",1,0,0,0,1,0,2
"2576","アウト",2,0,0,0,0,0,2
"2577","アウトソーシング",2,0,0,0,0,0,2
"2578","アクティブ",0,0,0,2,0,0,2
"2579","アクティブラーニング",0,0,0,2,0,0,2
"2580","アサイン",2,0,0,0,0,0,2
"2581","アジェンダ",2,0,0,0,0,0,2
"2582","アップデート",1,0,0,1,0,0,2
"2583","アプローチ",0,0,0,2,0,0,2
"2584","あまり",1,0,0,1,0,0,2
"2585","ありがたい",0,0,0,0,0,2,2
"2586","いずれ",0,0,0,2,0,0,2
"2587","イッポラボ",0,0,0,2,0,0,2
"2588","イニシアチブ",2,0,0,0,0,0,2
"2589","イヤー",1,0,0,1,0,0,2
"2590","イレブン",0,0,0,0,0,2,2
"2591","インスタント",1,0,0,0,0,1,2
"2592","インストール",0,0,0,2,0,0,2
"2593","エール",0,0,0,0,0,2,2
"2594","エコ",2,0,0,0,0,0,2
"2595","エコノミー",0,0,0,2,0,0,2
"2596","エスカレーション",2,0,0,0,0,0,2
"2597","エビデンス",2,0,0,0,0,0,2
"2598","エントリー",2,0,0,0,0,0,2
"2599","オイルショック",2,0,0,0,0,0,2
"2600","オウンドメディア",0,0,2,0,0,0,2
"2601","オーストラリア",1,0,0,0,0,1,2
"2602","オートメーション",2,0,0,0,0,0,2
"2603","オブ",1,0,0,1,0,0,2
"2604","オペレーション",0,0,0,0,2,0,2
"2605","オラン",0,0,0,2,0,0,2
"2606","オルタナティブ",0,0,0,2,0,0,2
"2607","お菓子",0,0,0,0,0,2,2
"2608","お供",2,0,0,0,0,0,2
"2609","お子様",0,0,0,1,0,1,2
"2610","お手伝い",2,0,0,0,0,0,2
"2611","お力",0,0,0,0,2,0,2
"2612","カウィー",0,0,0,0,0,2,2
"2613","カギ",2,0,0,0,0,0,2
"2614","カタチ",0,0,0,2,0,0,2
"2615","カテゴリ",0,0,0,2,0,0,2
"2616","かな",0,0,0,2,0,0,2
"2617","カミュ",0,0,0,2,0,0,2
"2618","カレー",1,0,0,0,0,1,2
"2619","カンボジア",1,0,0,1,0,0,2
"2620","か条",0,0,0,0,0,2,2
"2621","ギャップ",0,0,0,2,0,0,2
"2622","キャパ",2,0,0,0,0,0,2
"2623","キャンパス",0,0,0,1,0,1,2
"2624","キラー",0,0,0,1,1,0,2
"2625","クライアント",2,0,0,0,0,0,2
"2626","クラシック",1,0,1,0,0,0,2
"2627","クラブ",1,0,1,0,0,0,2
"2628","クリア",1,0,0,0,1,0,2
"2629","クレーム",2,0,0,0,0,0,2
"2630","クレジット",2,0,0,0,0,0,2
"2631","くん",0,0,0,2,0,0,2
"2632","コーディネート",0,0,0,2,0,0,2
"2633","コーナー",2,0,0,0,0,0,2
"2634","ゴール",1,0,0,1,0,0,2
"2635","コッシーナ",2,0,0,0,0,0,2
"2636","ごはん",2,0,0,0,0,0,2
"2637","こまめ",0,0,0,0,0,2,2
"2638","コンセプト",1,0,0,1,0,0,2
"2639","コンタクト",1,0,0,1,0,0,2
"2640","ザ",1,0,0,1,0,0,2
"2641","サイクル",0,0,0,2,0,0,2
"2642","サイゼリア",0,0,0,0,0,2,2
"2643","ジオパーク",0,0,1,0,0,1,2
"2644","ジビエ",0,0,0,0,2,0,2
"2645","しょうが",1,0,0,1,0,0,2
"2646","スイカ",2,0,0,0,0,0,2
"2647","スイッチ",1,0,0,1,0,0,2
"2648","スープ",0,0,0,0,2,0,2
"2649","すし",0,0,0,0,0,2,2
"2650","スターバックスコーヒー",0,0,0,0,0,2,2
"2651","スタディサプリ",0,0,0,2,0,0,2
"2652","ステイホーム",2,0,0,0,0,0,2
"2653","ステージ",0,0,1,1,0,0,2
"2654","ストップ",2,0,0,0,0,0,2
"2655","スラム",0,0,0,2,0,0,2
"2656","ズレ",0,0,0,2,0,0,2
"2657","スローガン",1,0,0,1,0,0,2
"2658","ズワイガニ",0,0,0,0,2,0,2
"2659","セブン",0,0,0,0,0,2,2
"2660","ゾーン",1,0,0,0,1,0,2
"2661","そちら",2,0,0,0,0,0,2
"2662","ソフトウェア",1,0,0,1,0,0,2
"2663","そもそも",0,0,1,1,0,0,2
"2664","タイ",2,0,0,0,0,0,2
"2665","タブレット",0,0,0,2,0,0,2
"2666","ダメ",1,0,0,1,0,0,2
"2667","ダメージ",2,0,0,0,0,0,2
"2668","たゆい",2,0,0,0,0,0,2
"2669","チーズ",2,0,0,0,0,0,2
"2670","ちく",0,0,0,0,0,2,2
"2671","チャンネル",2,0,0,0,0,0,2
"2672","ツイート",2,0,0,0,0,0,2
"2673","ついで",1,0,0,0,1,0,2
"2674","つけ",2,0,0,0,0,0,2
"2675","デパート",2,0,0,0,0,0,2
"2676","デリバリー",0,0,0,0,0,2,2
"2677","ドア",2,0,0,0,0,0,2
"2678","とおり",2,0,0,0,0,0,2
"2679","どおり",1,0,0,1,0,0,2
"2680","トットリ",0,0,0,2,0,0,2
"2681","ドリンク",1,0,0,0,0,1,2
"2682","トレ",1,0,0,0,0,1,2
"2683","ニュー",0,0,0,2,0,0,2
"2684","ヌエバ",2,0,0,0,0,0,2
"2685","ネット",0,0,1,0,0,1,2
"2686","ノーマル",0,0,0,2,0,0,2
"2687","ハード",0,0,0,2,0,0,2
"2688","バイザー",1,0,0,1,0,0,2
"2689","はがき",1,0,0,0,0,1,2
"2690","バカッター",2,0,0,0,0,0,2
"2691","バスク",2,0,0,0,0,0,2
"2692","バスケットボール",1,0,0,1,0,0,2
"2693","バックアップ",1,0,0,1,0,0,2
"2694","パッケージ",2,0,0,0,0,0,2
"2695","パラダイムシフト",1,0,0,1,0,0,2
"2696","パワハラ",2,0,0,0,0,0,2
"2697","パン",1,0,0,0,0,1,2
"2698","ハング",2,0,0,0,0,0,2
"2699","バンク",0,0,1,1,0,0,2
"2700","パンデ",0,0,0,2,0,0,2
"2701","ビザ",2,0,0,0,0,0,2
"2702","ビジネスパーソン",1,0,0,1,0,0,2
"2703","ひたむき",2,0,0,0,0,0,2
"2704","ビッグ",1,0,0,1,0,0,2
"2705","ひとつ",0,0,0,1,0,1,2
"2706","ひとり",2,0,0,0,0,0,2
"2707","ビル",2,0,0,0,0,0,2
"2708","ファ",0,0,0,2,0,0,2
"2709","ファーム",1,0,0,1,0,0,2
"2710","ファン",1,1,0,0,0,0,2
"2711","フィット",1,0,0,0,0,1,2
"2712","フィレンツェ",0,0,0,2,0,0,2
"2713","プライベート",2,0,0,0,0,0,2
"2714","プラス",1,0,0,0,0,1,2
"2715","プランクトン",0,0,0,0,2,0,2
"2716","フリー",2,0,0,0,0,0,2
"2717","プリンター",0,1,0,1,0,0,2
"2718","プレス",2,0,0,0,0,0,2
"2719","ブレスト",2,0,0,0,0,0,2
"2720","プログラム",0,0,0,1,1,0,2
"2721","プロスペリティ",2,0,0,0,0,0,2
"2722","プロデュース",0,0,0,1,1,0,2
"2723","ベース",0,0,0,2,0,0,2
"2724","ベッカー",2,0,0,0,0,0,2
"2725","ボー",0,0,0,0,0,2,2
"2726","ポジショニング",2,0,0,0,0,0,2
"2727","ポジション",0,0,0,2,0,0,2
"2728","ホスピテイル",0,0,0,2,0,0,2
"2729","ホタル",0,0,0,2,0,0,2
"2730","ホット",1,0,0,0,0,1,2
"2731","ボトムアップ",0,0,0,2,0,0,2
"2732","ボランティア",2,0,0,0,0,0,2
"2733","マーク",2,0,0,0,0,0,2
